tblalgemenegegevens.Naam,ID fietsenstalling,MCS_Code,MCS_Code fiets,MCS_Code fiets opmerking,tblintermodaliteitfietsenstalling.Naam,Positie,Betalend?,Toegangscontrole?,Afgesloten fietsenstalling,Type van afsluiting,Eigenaar terrein,Eigenaar derde,Kleine wegenis,Exploitant,Exploitant derde,Infrastructuur Type,spec andere type,Infrastructuur Type overkapping,spec andere overkapping,Infrastructuur opp overkapping,Infrastructuur Type verharding,spec andere verharding,Infrastructuur Opp verharding,Infrastructuur Type fietsrek,spec andere fietsrek,Bevestigingsbaar voor motos,Aantal plaatsen aan bevestigingsbaar voor motos,Infrastructuur Toestand,Plaatsen fietsen overdekt,Plaatsen fietsen openlucht,Plaatsen bakfiets overdekt,Plaatsen bakfiets openlucht,Plaatsen bromfiets overdekt,Plaatsen bromfiets openlucht,Plaatsen elektrische fiets overdekt,Plaatsen elektrische fiets openlucht,Plaatsen elektrische moto overdekt,Plaatsen elektrische moto openlucht,Plaatsen totaal,Plaatsen totaal fiets,Plaatsen totaal moto,Camerabewaking,voldoende verlichting,beheerder verlichting,weesfietsen,opmerking,schatting aantal,Mogelijkheid tot uitbreiding van de parking,Op terrein NMBS,Op terrein derden,Is er nood tot uitbreiding fietstenstallingen,Bekleding_vloer,Beperkte toegankelijkheid,Type van beperking,Aantal Ingangen,Aantal Uitgangen,Energiemeters aanwezig?,Milieu gevaarlijke installaties aanwezig?,Branddetectie aanwezig?,Lokaal van het waarschuwingsbord,Andere technische installaties,Aankondigingspaal parking aanwezig,Aankondigingspaal parking voorzien van verlichting,Aankondigingspaal parking voorzien aankonding vrij/volzet,Parkeerreglement aanwezig,Bord met tarificatie aanwezig,Signaletica op straat,Signaletica op de parking,Signaletica naar stationsgebouw of perron,Toestand uitrustingen,Type gevel,Oppervlakte beglazing,Type verlichting
La Roche (Brabant),648,51400036601,,,Emplacement vélos f1, le long du Quai 2,0,,0,Néant,Infrabel,,,SNCB,,Parking extérieur,,,,,Gravier,,,Type SNCB,,0,0,À surveiller,0,10,0,0,0,0,0,0,0,0,10,10,0,,,,,,,,,,0,,,,1,,,,,,,1,0,,0,,0,,0,,,,
Landelies ,649,51302105001,,,Emplacement vélos f1,Quai 2,0,,0,batiment,SNCB,,,SNCB,,Parking extérieur,,,,,Gravier,,,Type SNCB,,0,0,Bon état,0,10,0,0,0,0,0,0,0,0,10,10,0,,,,,,,,,,0,,,,1,,,,,,,0,,,0,,0,,0,,,,
Le campinaire ,650,51300090142,,,Emplacement vélos f1,,,,0,,,,,,,,,,,,,,,,,0,0,,0,10,0,0,0,0,0,0,0,0,10,10,0,,,,,,,,,,,,,,1,,,,,,,0,,,0,,0,,0,,,,
Lens ,651,50901053001,,,Emplacement vélos f1,Place de stationnement quai 1,0,0,0,,SNCB,,,SNCB,,Parking extérieur,,,,,,,,Type SNCB,,0,0,Moyen,0,10,0,0,0,0,0,0,0,0,10,10,0,0,0,,0,,,,,,0,,,,1,,,,,,,0,,,0,,0,,,,,,
Lessines ,652,50900052001,,,Emplacement vélos f1,A côté du Block de signalisation ,0,0,1,clôture,SNCB,,,SNCB,,Places couvertes,,Propre toit,,40,Dalles béton,,34,Type SNCB,,0,0,À surveiller,20,0,0,0,2,0,0,0,0,0,22,20,2,0,0,,0,,,,,,0,,,,1,,,,,,,0,,,0,,1,,0,,,,
Leuze ,653,50940064001,,,Emplacement vélos f1,Abri quai 1,0,0,0,,SNCB,,,SNCB,,Abri couvert,,Propre toit,,40,Dalles béton,,10,Type SNCB,,1,5,Bon,20,12,0,0,5,0,0,0,0,0,37,32,5,0,0,,0,,,,,,0,,,,1,,,,,,,0,,,0,,,,0,,,,
Leval ,654,51080017401,,,Emplacement vélos f1,Quai 1,0,,1,,SNCB,,,SNCB,,Parking extérieur,,,,,Pavés,,,Type SNCB,,0,0,Moyen,0,10,0,0,0,0,0,0,0,0,10,10,0,,,,,,,,,,0,,,,1,,,,,,,0,,,0,,0,,0,,,,
Ligny ,655,51400049001,,,Emplacement vélos f1,Le long du Quai 1,0,,0,Néant,SNCB,,,SNCB,,Parking extérieur,,,,8,Gravier,,,Type SNCB,,0,0,Moyen,0,10,0,0,0,0,0,0,0,0,10,10,0,,,,,,,,,,0,,,,1,,,,,,,1,0,,0,,0,,0,,,,
Lillois ,656,51240023301,,,Emplacement vélos f1,"face quai 2 ,  rue de la libération",0,,1,cloture,Infrabel,,,SNCB,,Parking extérieur,,,,,Dalles béton,,6,Type SNCB,,0,0,Moyen,0,10,0,0,0,0,0,0,0,0,10,10,0,,,,,,,,,,0,,,,1,,,,,,,0,,,0,,1,,0,,,,
Lobbes ,657,51302113801,,,Emplacement vélos f1,Quai 1,0,,0,,SNCB,,,SNCB,,Abri couvert,,En dessous d'un auvent d'un bâtiment,,,Dalles béton,,,Type SNCB,,0,0,Bon état,10,0,0,0,0,0,0,0,0,0,10,10,0,,,,,,,,,,0,,,,0,,,,,,,0,,,0,,0,,0,,,,
Lodelinsart ,658,51400060801,,,Emplacement vélos f1,,,,0,Néant,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,,,,,,,1,0,,0,,0,,0,,,,
Luttre ,659,51240041126,51240041160,,Emplacement vélos f1,Abri face quai 1,0,,0,potelet ,SNCB,,,SNCB,,Places couvertes,,Propre toit,,100,Klinkers,,100,Type SNCB,,1,10,Bon,66,0,0,0,20,0,0,0,0,0,86,66,20,-1,,,,,,,,,0,,,,1,,,,,,,0,,,1,,1,,0,,,,
Maffle ,660,50901063001,,,Emplacement vélos f1,Quai 2,0,0,0,,SNCB,,,SNCB,,Abri couvert,,Propre toit,,16,Klinkers béton,,8,Type SNCB,,0,0,Bon état,10,0,0,0,0,0,0,0,0,0,10,10,0,0,0,,0,"Rénovation du parking et abri vélos en 2014
Eclairage indirect via parking, rue",,,,,0,,,,1,,,,,,,0,,,0,,0,,0,,,,
Manage ,661,51170043701,,,Emplacement vélos f1,Abri côté BV,0,,0,ouvert,SNCB,,,SNCB,,Places couvertes,,Propre toit,,,Dalles béton,,10,Type SNCB,,0,0,Bon,0,18,0,0,0,0,0,0,0,0,18,18,0,,,,,,,,,,0,,,,1,,,,,,,0,,,0,,1,,0,,,,
Marche-lez-ecaussinnes,662,51170037701,,,Emplacement vélos f1,Quai 1,0,,0,ouvert,SNCB,,,SNCB,,Parking extérieur,,,,,,,,Type SNCB,,0,0,Moyen,0,10,0,0,0,0,0,0,0,0,10,10,0,,,,,,,,,,0,,,,1,,,,,,,0,,,0,,0,,0,,,,
Marchienne-au-pont ,663,51240052601,,,Emplacement vélos f1,Hall d'entrée BV,0,,1,bâtiment,SNCB,,,SNCB,,Dans bâtiment,,Dans un bâtiment,,,Autre,,12,Type SNCB,,0,0,Bon,10,0,0,0,0,0,0,0,0,0,10,10,0,-1,-1,,,,,,,,0,,,,1,,,,,,,1,1,,1,,1,,0,,,,
Marchienne-zone ,664,51302100901,,,Emplacement vélos f1,,0,,0,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,0,,,,,,,0,,,0,,0,,0,,,,
Mariembourg ,665,51320112801,,,Emplacement vélos f1,Quai 1,0,0,1,Mur,SNCB,,,SNCB,,Places couvertes,,Autres,,,Asphalte,,,Type SNCB,,0,0,Bon,20,0,0,0,0,0,0,0,0,0,20,20,0,,,,0,,,,,,0,,,,1,,,,,,,0,,,0,,0,,0,,,,
Masnuy-saint-pierre,666,50960044101,,,Emplacement vélos f1,PN Quai 1,0,0,0,,SNCB,,,SNCB,,Parking extérieur,,,,,,,,Type SNCB,,0,0,Moyen,0,6,0,0,0,0,0,0,0,0,6,6,0,0,0,,,,,,,,0,,,,1,,,,,,,0,,,0,,0,,0,,,,
Maubray ,667,50780078501,,,Emplacement vélos f1,Quai 2,0,0,0,,SNCB,,,SNCB,,Parking extérieur,,,,,Autre,Terre,8,Type SNCB,,0,0,Moyen,0,6,0,0,0,0,0,0,0,0,6,6,0,,,,,,,,,,0,,,,1,,,,,,,0,,,0,,0,,0,,,,
Mevergnies-attre ,668,50901060009,,,Emplacement vélos f1,PN Quai 1,0,0,0,,SNCB,,,SNCB,,Places couvertes,,Propre toit,,16,Autre,pavés,8,Type SNCB,,0,0,Moyen,10,0,0,0,0,0,0,0,0,0,10,10,0,0,0,,,,,,,,0,,,,1,,,,,,,0,,,0,,0,,0,,,,
Mons ,669,50960060012,,,Emplacement vélos f1,Parking vélos P3(Gendebien),0,0,0,,SNCB,,,SNCB,,Parking extérieur,,,,,Gravier,,,Support cycle,,1,16,Intervenir,0,45,0,0,0,0,0,0,0,0,45,45,0,,-1,Propre réseau,0,,,,,,0,,,,4,,,,,,,0,,,0,,1,,0,,,,
Morlanwelz ,670,51120015001,51120015006,,Emplacement vélos f1,Quai 1,0,,0,,SNCB,,,SNCB,,À l'air libre,,,,,Gravier,,,Type SNCB,,0,0,Moyen,0,10,0,0,0,0,0,0,0,0,10,10,0,,,,,,,,,,0,,,,1,,,,,,,0,,,0,,0,,0,,,,
Mouscron,671,50750054001,,,Emplacement vélos f1,Entre BV et Parking P1,0,0,0,,SNCB,,,SNCB,,Abri couvert,,Propre toit,,,Béton,,,Type SNCB,,1,12,Bon état,68,0,0,0,4,0,0,0,0,0,72,68,4,0,0,,,,,,,,0,,,,3,,,,,,,0,,,0,,1,,0,,,,
Neufvilles ,672,50960041001,,,Emplacement vélos f1,Sur place de stationnement - à coté de la rampe du CSV,0,0,0,,SNCB,,,SNCB,,Parking extérieur,,,,,Dalles béton,,,Type SNCB,,0,0,Moyen,0,10,0,0,0,0,0,0,0,0,10,10,0,0,0,,0,,,,,,0,,,,1,,,,,,,0,,,0,,1,,0,,,,
Nimy ,673,51180038001,,,Emplacement vélos f1,Quai 1,0,0,0,ouvert,SNCB,,,SNCB,,Places couvertes,,Propre toit,,,Asphalte,,,Type SNCB,,0,0,Moyen,10,0,0,0,0,0,0,0,0,0,10,10,0,0,0,,0,,,,,,0,,,,1,,,,,,,0,,,0,,1,,0,,,,
Nivelles ,674,51240029302,51240029325,,Emplacement vélos f1,côté latéral du bâtiment de gare,0,-1,1,batiment / potelet,SNCB,,Oui,B-Parking (SNCB),,Places couvertes,,Propre toit,,80,Dalles béton,,200,Type SNCB,,1,15,Bon,64,0,0,0,0,0,0,0,0,0,64,64,0,-1,-1,,,,,,,,0,,,,2,,,,,,,1,1,,1,,1,,0,,,,
Obaix-buzet ,675,51240036901,,,Emplacement vélos f1,Quai 1 (sortie CSV),0,,0,,SNCB,,,SNCB,,Places couvertes,,Propre toit,,,Klinkers,,,Type SNCB,,0,0,Bon état,10,0,0,0,5,0,0,0,0,0,15,10,5,,,,,,,,,,0,,,,1,,,,,,,0,,,0,,0,,0,,,,
Obourg ,676,51180033003,,,Emplacement vélos f1,Sous passerelle,0,0,0,ouvert,SNCB,,,SNCB,,Places couvertes,,Autres,,,,,,Type SNCB,,0,0,Bon,6,0,0,0,0,0,0,0,0,0,6,6,0,0,0,,,,,,,,0,,,,1,,,,,,,0,,,0,,0,,0,,,,
Papignies ,677,50900056001,,,Emplacement vélos f1,Quai 1,0,0,0,,SNCB,,,SNCB,,Abri couvert,,Propre toit,,16,Gravier,,8,Type SNCB,,0,0,Moyen,10,0,0,0,0,0,0,0,0,0,10,10,0,0,0,,0,"Eclairage indirect via rue, quai",,,,,0,,,,1,,,,,,,0,,,0,,0,,0,,,,
Peruwelz ,678,50780069702,,,Emplacement vélos f1,Quai 1,0,0,0,,SNCB,,Non,SNCB,,Parking extérieur,,,,,Gravier,,,Type SNCB,,0,0,Moyen,0,20,0,0,0,0,0,0,0,0,20,20,0,0,0,,0,,,,,,0,,,,1,,,,,,,0,,,0,,1,,0,,,,
Philippeville ,679,51320099401,,,Emplacement vélos f1,Abri à côté du BV,0,,1,Sous abris,SNCB,,,SNCB,,Places couvertes,,Propre toit,,,,,,Type SNCB,,1,6,Très bon,10,0,0,0,5,0,0,0,0,0,15,10,5,,,,,,,,,,0,,,,1,,,,,,,0,,,0,,0,,0,,,,
Pieton ,680,51120010001,,,Emplacement vélos f1,Derrière abri quai 1,0,,0,,SNCB,,,SNCB,,Places couvertes,,Propre toit,,20,,,,Type SNCB,,0,0,Moyen,20,0,0,0,0,0,0,0,0,0,20,20,0,,,,,,,,,,0,,,,1,,,,,,,0,,,0,,0,,1,,,,
Pont-a-celles ,681,51170054401,,,Emplacement vélos f1,,0,,0,batiment,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,1,,,,,,,0,,,0,,0,,0,,,,
Pry ,682,51320084602,,,Emplacement vélos f1,Parking côté Quai 1,0,0,0,Neant,SNCB,,,SNCB,,Parking extérieur,,,,,,,,Type SNCB,,0,0,Moyen,0,6,0,0,0,0,0,0,0,0,6,6,0,,,,,,,,,,0,,,,1,,,,,,,0,,,0,,0,,0,,,,
Quaregnon ,683,50970046602,,,Emplacement vélos f1,Trottoir devant BV,0,0,0,,SNCB,,,SNCB,,Places couvertes,,Propre toit,,,Dalles béton,,,Type SNCB,,0,0,Moyen,10,0,0,0,0,0,0,0,0,0,10,10,0,,,,,,,,,,0,,,,1,,,,,,,0,,,0,,1,,0,,,,
Quevy ,684,50960074001,,,Emplacement vélos f1,Quai 1,0,0,0,,SNCB,,,SNCB,,Places couvertes,,En dessous d'un auvent d'un bâtiment,,,,,,Type SNCB,,0,0,Bon,10,0,0,0,0,0,0,0,0,0,10,10,0,0,0,,,,,,,,0,,,,1,,,,,,,0,,,0,,1,,0,,,,
Quievrain ,685,50970059503,,,Emplacement vélos f1,Derrière le BV provisoire,0,0,0,,SNCB,,,SNCB,,Parking extérieur,,,,,,,,Type SNCB,,0,0,Moyen,0,10,0,0,0,0,0,0,0,0,10,10,0,0,0,,,,,,,,0,,,,1,,,,,,,0,,,0,,1,,0,,,,
Rebaix ,686,50900059001,,,Emplacement vélos f1,Quai 1,0,0,0,,SNCB,,,SNCB,,Places couvertes,,Propre toit,,14,Gravier,,8,Type SNCB,,0,0,Moyen,10,0,0,0,0,0,0,0,0,0,10,10,0,0,0,,0,,,,,,0,,,,1,,,,,,,0,,,0,,0,,0,,,,
Roux ,687,51240049101,,,Emplacement vélos f1,,0,,1,bâtiment,,,,,,,,,,,,,,,,0,0,,10,0,0,0,0,0,0,0,0,0,10,10,0,0,0,,,,,,,,0,,,,1,,,,,,,0,,,0,,1,,0,,,,
Silly ,688,50940038001,,,Emplacement vélos f1,Abri à côté du BV,0,0,0,,SNCB,,,SNCB,,Places couvertes,,Propre toit,,80,Asphalte,,,Type SNCB,,1,8,Bon état,46,0,0,0,8,0,0,0,0,0,54,46,8,-1,-1,Propre réseau,0,Eclairage indirect via le parking,,,,,0,,,,1,,,,,,,0,,,0,,1,,0,,,,
Soignies ,689,50960036001,,,Emplacement vélos f1,Abri sur parking côté voies accessoires,0,0,1,HM,SNCB,,,SNCB,,Places couvertes,,Propre toit,,,,,,Type SNCB,,1,8,Bon,10,0,0,0,0,0,0,0,0,0,10,10,0,-1,-1,Propre réseau,0,,,,,,0,,,,1,,,,,,,0,,,0,,1,,0,,,,
Solre-sur-sambre ,690,51302122601,,,Emplacement vélos f1,Quai 1,0,,0,,SNCB,,,SNCB,,Parking extérieur,,,,,,,,Type SNCB,,0,0,Moyen,0,10,0,0,0,0,0,0,0,0,10,10,0,,,,,,,,,,0,,,,1,,,,,,,0,,,0,,0,,0,,,,
Saint-Ghislain,691,50780049422,,,Emplacement vélos f1,Entrée du parking quai 1,0,0,0,,SNCB,,,SNCB,,Places couvertes,,Propre toit,,,Asphalte,,,Type SNCB,,1,10,Très bon,20,0,0,0,10,0,0,0,0,0,30,20,10,0,-1,Propre réseau,-1,,,,,,0,,,,1,,,,,,,0,,,0,,1,,0,,,,
Tamines ,692,51300082201,,,Emplacement vélos f1,Abri à côté du BV,0,,1,abri,SNCB,,,SNCB,,Places couvertes,,Propre toit,,100,Dalles béton,,,Type SNCB,,1,10,Très bon,30,0,0,0,10,0,0,0,0,0,40,30,10,,,,,,,,,,0,,,,1,,,,,,,0,,,0,,1,,1,,,,
Thieu ,693,51180027001,,,Emplacement vélos f1,Parking côté quai 1,0,0,0,ouvert,SNCB,,,SNCB,,Places couvertes,,Propre toit,,,Klinkers,,,Type SNCB,,0,0,Très bon,10,0,0,0,0,0,0,0,0,0,10,10,0,0,0,,0,,,,,,0,,,,1,,,,,,,0,,,0,,1,,0,,,,
Thuin ,694,51302111901,,,Emplacement vélos f1,Trottoir place de stationnement,0,,1,abri,SNCB,,,SNCB,,À l'air libre,,,,,,,,Type SNCB,,0,0,À surveiller,0,10,0,0,0,0,0,0,0,0,10,10,0,,,,,,,,,,0,,,,1,,,,,,,0,,,0,,0,,0,,,,
Thulin ,695,50970054502,,,Emplacement vélos f1,Quai 1,0,0,0,,SNCB,,,SNCB,,Parking extérieur,,,,,Gravier,,,Type SNCB,,0,0,Moyen,0,10,0,0,0,0,0,0,0,0,10,10,0,0,0,,,,,,,,0,,,,1,,,,,,,0,,,0,,1,,0,,,,
Tilly ,696,51400043702,,,Emplacement vélos f1,Le long ancienne SPP quai 2,0,,0,Néant,SNCB,,,SNCB,,Parking extérieur,,,,,Asphalte,,,Type SNCB,,0,0,Moyen,0,10,0,0,0,0,0,0,0,0,10,10,0,,,,,,,,,,0,,,,1,,,,,,,1,0,,0,,0,,0,,,,
Tournai ,697,50940082001,,,Emplacement vélos f1,Abri gare latéral parking P1,0,0,0,,SNCB,,,Point à vélo,,Abri couvert,,Propre toit,5x40,200,Asphalte et dalle,,,Type SNCB,,1,50,Bon état,160,0,0,0,8,0,0,0,0,0,168,160,8,-1,-1,Propre réseau,0,"Eclairage via parking P1, quai",,,,,0,,,,2,,,,,,,0,,,0,,1,,0,,,,
Tubize ,698,50960019004,,,Emplacement vélos f1,Abri côté BV,0,0,0,,SNCB,,,SNCB,,Places couvertes,,Propre toit,,,Dalles béton,,,Type SNCB,,0,0,Bon,18,0,0,0,0,0,0,0,0,0,18,18,0,,-1,Réseau de ville,0,,,,,,0,,,,1,,,,,,,0,,,0,,1,,0,,,,
Ville-pommerœul ,699,50780057801,,,Emplacement vélos f1,Quai 1,0,0,0,,SNCB,,,SNCB,,Parking extérieur,,,,,,,,Type SNCB,,0,0,Moyen,0,6,0,0,0,0,0,0,0,0,6,6,0,-1,0,,0,,,,,,0,,,,1,,,,,,,0,,,0,,0,,0,,,,
Villers-la-ville ,700,51400040501,,,Emplacement vélos f1, le long du Quai 1,0,,0,Néant,SNCB,,,SNCB,,Parking extérieur,,,,,Asphalte,,,Type SNCB,,0,0,À surveiller,0,10,0,0,0,0,0,0,0,0,10,10,0,,,,,,,,,,0,,,,1,,,,,,,1,0,,0,,0,,0,,,,
Walcourt ,701,51320086001,,,Emplacement vélos f1,Pignon BV,0,,1,Sous abris,SNCB,,,SNCB,,Places couvertes,,Propre toit,,,,,,Type SNCB,,0,0,Bon,10,0,0,0,0,0,0,0,0,0,10,10,0,,,,,,,,,,0,,,,1,,,,,,,0,,,0,,0,,0,,,,
Waterloo ,702,51240015301,51240015307,,Emplacement vélos f1,Abri côté BV,0,,1,potelet / cloture,Infrabel,,,SNCB,,Places couvertes,,Propre toit,,105,Asphalte,,105,Type SNCB,,1,10,Bon,51,0,0,0,10,0,0,0,0,0,61,51,10,,-1,Propre réseau,,,,,,,0,,,,2,,,,,,,0,,,0,,1,,0,,,,
Yves-gomezee ,703,51320091901,,,Emplacement vélos f1,Quai 1,0,,0,Neant,SNCB,,,SNCB,,Parking extérieur,,,,,Autre,Herbe,,Type SNCB,,0,0,Moyen,0,6,0,0,0,0,0,0,0,0,6,6,0,,0,,,,,,,,0,,,,1,,,,,,,0,,,0,,0,,0,,,,
Brussel-Noord,704,10250001118,,,Emplacement vélo f2,CCN côté Bruxelles-Midi,0,0,1,Ratelier SNCB,Derde,CCN,Oui,Point à vélo,Cyclo,Abri couvert,Une partie à l'air libre,Autre,CCN,,Dalles béton,,,Type SNCB,,0,0,Bon état,42,0,0,0,0,0,0,0,0,0,42,42,0,,-1,,,,,,,,,,,,1,,,,,,,0,,,1,,0,,0,,,,
Brussel-Luxemburg,706,11610007011,,,Emplacement vélos f2,Entrée de la gare,-1,-1,1,Ratelier SNCB,SNCB,,Oui,Point à vélo,,Local,,Bâtiment de la gare,,,Autre,Pierre naturelle,,Type SNCB,,0,0,Bon état,54,0,0,0,0,0,0,0,0,0,54,54,0,-1,-1,,,,,,,,,,,,1,,,,,,,0,,,1,,0,,0,,,,
Brussel-Luxemburg,707,11610007011,,,Emplacement vélos f3,Sur la dalle du parlement,0,0,1,Ratelier SNCB,SNCB,,Oui,Point à vélo,,Abri couvert,,Plaques transparentes,,,Dalles béton,,,Type SNCB,,0,0,Bon état,96,0,0,0,0,0,0,0,0,0,96,96,0,,0,,,,,,,,,,,,1,,,,,,,0,,,1,,0,,0,,,,
Etterbeek ,708,11610009059,,,Emplacement vélos f2,A coté de la gare et de la passerelle,0,0,0,,SNCB,,Non,,,À l'air libre,,,,,Dalles béton,,,Type SNCB,,0,0,Bon état,0,36,0,0,0,0,0,0,0,0,36,36,0,0,-1,,,,,,,,,,,,,,,,,,,0,,,0,,0,,0,,,,
Brussel-Zuid,711,10960001150,,,Emplacement vélos f3,Entrée rue d'Angleterre,0,0,1,omheining,SNCB,,Non,,,Abri couvert,,Autre,Auvent gare,,Autre,Pierre naturelle,,Autre,Arceau,0,0,Bon état,20,0,0,0,0,0,0,0,0,0,20,20,0,0,-1,Propre réseau,,,,,,,,,,,1,,,,,,,1,0,,1,,1,,1,,,,
Brussel-Zuid,712,10960001150,,,Emplacement vélos f4,Place Horta,0,0,1,omheining,Ville/Commune,,Non,Ville/Commune,Villo,À l'air libre,,,,,Autre,Pavé,,Autre,Villo,0,0,Bon état,0,42,0,0,0,0,0,0,0,0,42,42,0,0,-1,Réseau de ville,,,,,,,,,,,1,,,,,,,1,0,,1,,1,,1,,,,
Brussel-Zuid,713,10960001150,,,Emplacement vélos f5,Rue de France,-1,-1,1,omheining,SNCB,,,Point à vélo,,Abri couvert,,Bâtiment de la gare,,,Klinkers,,,Type SNCB,,0,0,Bon état,156,0,0,0,0,0,0,0,0,0,156,156,0,-1,-1,Propre réseau,,,,,,,,,,,1,,,,,,,1,0,,1,,1,,1,,,,
Brussel-Zuid,714,10960001150,,,Emplacement vélos f6,Parking Bloc 1,0,-1,1,omheining,SNCB,,Non,,,Abri couvert,,Bâtiment de la gare,,,Klinkers,,,Double étage,,0,0,Bon état,30,0,0,0,0,0,0,0,0,0,30,30,0,0,-1,Propre réseau,,,,,,,,,,,1,,,,,,,1,0,,1,,1,,1,,,,
Brussel-Centraal,715,10010002005,,,Putterie f2,Putterie,0,0,,,Stad/Gemeente,,Non,,,Openlucht,,Onderdoorgang,,,Klinkers,,,Type SNCB,,0,,Goede staat,0,96,0,0,0,0,0,0,0,0,96,96,0,0,-1,Eigen net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brussel-Zuid,716,10960001150,,,Emplacement vélos f2,Esplanade de l'Europe,0,0,1,omheining,Ville/Commune,,Non,Ville/Commune,,À l'air libre,,Autre,Sous les voies,,Dalles béton,,,Type SNCB,,0,0,Bon état,38,0,0,0,0,0,0,0,0,0,38,38,0,0,-1,Propre réseau,,,,,,,,,,,1,,,,,,,1,0,,1,,1,,1,,,,
Beersel ,717,10260022004,,,Fietsenstalling f2,perron 1,,,0,,Infrabel,,,B-Parking (NMBS),,Openlucht,,Nee,,,Beton,,,Type NMBS,,0,0,Goede staat,0,12,0,0,0,0,0,0,0,0,12,12,0,,-1,,,,,,,,,,,,0,,,,,,,0,,,0,,1,,0,,,,
Beersel ,718,10260022004,,,Fietsenstalling f3,perron 2,,,0,,Infrabel,,,B-Parking (NMBS),,Openlucht,,Nee,,,Beton,,,Type NMBS,,0,0,Goede staat,0,12,0,0,0,0,0,0,0,0,12,12,0,,-1,,,,,,,,,,,,0,,,,,,,0,,,0,,1,,0,,,,
Sint-Agatha-Berchem,720,10500008013,,,Fietsenstalling f2,Aan Tram en Bushalte kant perron 2,,,0,,Stad/Gemeente,,,Stad/Gemeente,,Openlucht,,Nee,,,Beton,,,Andere,Metalen Beugel,0,0,Goede staat,0,20,0,0,0,0,0,0,0,0,20,20,0,,-1,,,,,,,,,,,,0,,,,,,,0,,,0,,0,,0,,,,
Sint-Agatha-Berchem,721,10500008013,,,Fietsenstalling f3,,,,0,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,0,,,0,,0,,0,,,,
Jette ,722,10500005015,,,Fietsenstalling f2,Dupresstraat,0,0,0,Ratelier SNCB,SNCB,,,,,À l'air libre,,,,,Asphalte,,,Type SNCB,,0,0,Bon état,0,32,0,0,0,0,0,0,0,0,32,32,0,0,0,,,,,,,,,,,,,,,,,,,0,,,0,,0,,1,,,,
Jette ,723,10500005015,,,Fietsenstalling f3,Dupresstraat,0,0,0,Ratelier SNCB,SNCB,,,,,Abri couvert,,,,,Asphalte,,,Type SNCB,,0,0,Bon état,25,0,0,0,0,0,0,0,0,0,25,25,0,,,,,,,,,,,,,,,,,,,,,0,,,0,,0,,1,,,,
Bockstael ,726,10500003004,,,Fietsenstalling f2,Emile Bockstaellaan,,,0,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Fietsenstalling Villo Brussels.be,,,,,,,,,0,,,,,,,0,,,0,,0,,0,,,,
Bockstael ,727,10500003004,,,Fietsenstalling f3,Leopold I Laan naast Brico,,,0,,Stad/Gemeente,,,Stad/Gemeente,,Openlucht,,Nee,,,Betonstraatstenen,,,Andere,,0,0,Te controleren,0,7,0,0,0,0,0,0,0,0,7,7,0,,-1,Stadsnet,,,,,,,,,,,0,,,,,,,0,,,0,,0,,0,,,,
Bockstael ,728,10500003004,,,Fietsenstalling f4,Emile Bockstaellaan,,,0,,Stad/Gemeente,,,Stad/Gemeente,,Openlucht,,Nee,,,Betonstraatstenen,,,Andere,,0,0,Goede staat,0,3,0,0,0,0,0,0,0,0,3,3,0,,-1,,,,,,,,,,,,0,,,,,,,0,,,0,,0,,0,,,,
Bockstael ,729,10500003004,,,Fietsenstalling f5,Kunstenaarsstraat (Fietsbox),,,0,,Stad/Gemeente,,,Stad/Gemeente,,Openlucht,,Safe-Bike box,,,Betonstraatstenen,,,Andere,Fietsbox,0,0,Goede staat,5,0,0,0,0,0,0,0,0,0,5,5,0,,-1,,,,,,,,,,,,0,,,,,,,0,,,0,,0,,0,,,,
Bockstael ,730,10500003004,,,Fietsenstalling f6,Kunstenaarsstraat,,,0,,Stad/Gemeente,,,Stad/Gemeente,,Openlucht,,Nee,,,Betonstraatstenen,,,Andere,Metalen Beugel,0,0,Goede staat,0,6,0,0,0,0,0,0,0,0,6,6,0,,-1,,,,,,,,,,,,0,,,,,,,0,,,0,,0,,0,,,,
Simonis ,731,10280005002,,,Fietsenstalling f2,Simonis Wapenstilstandplaats naar Perron 2,,,0,,Infrabel,,,Stad/Gemeente,,Openlucht,,Nee,,,Andere,Natuursteen,,Andere,Metalen Beugels,0,0,Goede staat,0,20,0,0,0,0,0,0,0,0,20,20,0,,-1,Stadsnet,,,,,,,,,,,0,,,,,,,0,,,0,,0,,0,,,,
Simonis ,732,10280005002,,,,Leopold II Laan,,,0,,Stad/Gemeente,,,Derde,,,,,,,,,,,,0,0,,0,32,0,0,0,0,0,0,0,0,32,32,0,,,,,,,,,,,,,,0,,,,,,,0,,,0,,0,,0,,,,
