id,address_id,parking_type_name,latitude,longitude,box_number,status,created_at,updated_at,is_all_access,wow_id,name,legacy_address,installation_date,capacity_classic,capacity_cargo,limit_sub_number,code,active,mobib,is_group
31,,Box,50.83614,4.36457,,,2019-02-05T11:01:33Z,2019-02-05T14:55:33Z,false,28894,Solvay,"Rue Solvay x Rue Saint-Boniface, 1050 Ixelles",1970-01-01T00:00:00Z,5,0,,XL07,true,true,false
330,,BigParking,50.84802,4.34918,,,2019-04-09T12:44:19Z,2019-05-21T10:11:31Z,false,,Bourse,"(M) BOURSE*BEURS, 1000 Grands Parkings",2019-02-07T00:00:00Z,610,18,,GP01,true,false,false
161,,PrivateParkings,50.834778,4.368113,,,2019-02-05T11:01:51Z,2019-05-21T10:12:07Z,false,,Tulp,"Parking communal, rue de la Tulipe 39A, 1050 Ixelles",1970-01-01T00:00:00Z,50,0,,PP02,false,false,false
160,,PrivateParkings,50.8277,4.37307,,,2019-02-05T11:01:51Z,2019-05-21T10:12:07Z,false,,Flagey,"Place Flagey, 1050 Ixelles",1970-01-01T00:00:00Z,20,0,,PP03,false,false,false
221,,Box,50.87455,4.33523,,,2019-02-05T11:01:59Z,2019-06-04T13:36:27Z,false,,Laveleye,"Rue Baron de Laveleye 28, 1090 Jette",1970-01-01T00:00:00Z,5,0,,JT06,true,false,false
24,,Box,50.81967,4.3589,,,2019-02-05T11:01:32Z,,false,,Lepoutre,"Avenue Louis Lepoutre x Rue Camille Lemonnier, 1050 Ixelles",2018-05-25T00:00:00Z,5,0,,XL14,true,false,false
25,,Box,50.81875,4.38718,,,2019-02-05T11:01:32Z,,false,,Saisons,"Rue Maximilien x Avenue des Saisons, 1050 Ixelles",2018-03-29T00:00:00Z,5,0,,XL13,true,false,false
26,,Box,50.83321,4.36284,,,2019-02-05T11:01:32Z,,false,,Président,"Rue du Président x Rue Keyenveld, 1050 Ixelles",2018-03-28T00:00:00Z,5,0,,XL12,true,false,false
27,,Box,50.82243,4.3845,,,2019-02-05T11:01:33Z,,false,,Wytsman,"Rue Juliette Wytsman x Rue Fritz Toussaint, 1050 Ixelles",2017-12-05T00:00:00Z,5,0,,XL11,true,false,false
28,,Box,50.82567,4.37554,,,2019-02-05T11:01:33Z,,false,,Lanfray,"Rue Lanfray x Rue Antoine Labarre, 1050 Ixelles",1970-01-01T00:00:00Z,5,0,,XL10,true,false,false
29,,Box,50.83041,4.37441,,,2019-02-05T11:01:33Z,,false,,Kerckx,"Rue Kerckx x Rue Marie-Henriette, 1050 Ixelles",1970-01-01T00:00:00Z,5,0,,XL09,true,false,false
30,,Box,50.83312,4.38107,,,2019-02-05T11:01:33Z,,false,,Brochet,"Rue du Brochet 54-64, 1050 Ixelles",1970-01-01T00:00:00Z,5,0,,XL08,true,false,false
32,,Box,50.82355,4.37658,,,2019-02-05T11:01:33Z,,false,,Greyson,"Rue Victor Greyson 2, 1050 Ixelles",1970-01-01T00:00:00Z,5,0,,XL06,true,false,false
33,,Box,50.82039,4.3634,,,2019-02-05T11:01:33Z,,false,,Mélèzes,"Rue des Mélèzes 63, 1050 Ixelles",1970-01-01T00:00:00Z,5,0,,XL05,true,false,false
34,,Box,50.83097,4.37088,,,2019-02-05T11:01:34Z,,false,,Maes,"Rue Maes 56, 1050 Ixelles",1970-01-01T00:00:00Z,5,0,,XL04,true,false,false
319,,Box,50.89005,4.32466,,,2019-04-09T12:44:18Z,,false,,Grijse,"Rue Edouard de Grijse x Rue Jean Baudoux, 1090 Jette",2019-04-04T00:00:00Z,5,0,,JT40,true,false,false
37,,Box,50.82704,4.38027,,,2019-02-05T11:01:34Z,,false,,Rodin,"Avenue Alphonse Hottat x Avenue Auguste Rodin, 1050 Ixelles",1970-01-01T00:00:00Z,5,0,,XL01,true,false,false
38,,Box,50.79923,4.41847,,,2019-02-05T11:01:34Z,,false,,Pipette,"Rue de l'Hospice Communal 3, 1170 Watermael-Boitsfort",2019-01-15T00:00:00Z,5,0,,WB14,false,false,false
39,,Box,50.80997,4.40356,,,2019-02-05T11:01:34Z,,false,,Sauvagine,"Rue des Bégonias 7 x Av. de la Sauvagine, 1170 Watermael-Boitsfort",2019-01-15T00:00:00Z,5,0,,WB13,false,false,false
40,,Box,50.79295,4.42,,,2019-02-05T11:01:34Z,,false,,Buis,"Rue du Buis x Chaussée de la Hulpe, 1170 Watermael-Boitsfort",1970-01-01T00:00:00Z,5,0,,WB12,true,false,false
41,,Box,50.7891,4.42107,,,2019-02-05T11:01:34Z,,false,,Heiligenborre,"Heiligenborre 90, 1170 Watermael-Boitsfort",1970-01-01T00:00:00Z,5,0,,WB11,true,false,false
42,,Box,50.79604,4.4171,,,2019-02-05T11:01:35Z,,false,,Dewolfs,"Rue Philippe Dewolfs 3, 1170 Watermael-Boitsfort",1970-01-01T00:00:00Z,5,0,,WB10,true,false,false
43,,Box,50.78658,4.42472,,,2019-02-05T11:01:35Z,,false,,Rembucher,"Drève du Rembucher, 1170 Watermael-Boitsfort",1970-01-01T00:00:00Z,5,0,,WB09,true,false,false
44,,Box,50.81008,4.39429,,,2019-02-05T11:01:35Z,,false,,Mûriers II,"Avenue des Mûriers x Rue du Relais, 1170 Watermael-Boitsfort",1970-01-01T00:00:00Z,5,0,,WB08,true,false,false
45,,Box,50.79872,4.41805,,,2019-02-05T11:01:35Z,,false,,Payfa,"Place Payfa-Fosseprez, 1170 Watermael-Boitsfort",1970-01-01T00:00:00Z,5,0,,WB07,true,false,false
46,,Box,50.81013,4.39429,,,2019-02-05T11:01:35Z,,false,,Mûriers I,"Avenue des Mûriers x Rue du Relais, 1170 Watermael-Boitsfort",1970-01-01T00:00:00Z,5,0,,WB06,true,false,false
47,,Box,50.79372,4.4185,,,2019-02-05T11:01:35Z,,false,,Hulpe,"Chaussée de la Hulpe x Avenue de la Foresterie, 1170 Watermael-Boitsfort",1970-01-01T00:00:00Z,5,0,,WB05,true,false,false
48,,Box,50.80677,4.40163,,,2019-02-05T11:01:35Z,,false,,Gratès Bien Faire,"Rue Gratès x Rue du Bien-Faire, 1170 Watermael-Boitsfort",1970-01-01T00:00:00Z,5,0,,WB04,true,false,false
49,,Box,50.80224,4.4145,,,2019-02-05T11:01:36Z,,false,,Garennes,"Rue des Garennes x Rue des Trois-Tilleuls, 1170 Watermael-Boitsfort",1970-01-01T00:00:00Z,5,0,,WB03,true,false,false
50,,Box,50.80513,4.40655,,,2019-02-05T11:01:36Z,,false,,Coloniale,"Avenue Coloniale x Avenue des Bouleaux, 1170 Watermael-Boitsfort",1970-01-01T00:00:00Z,5,0,,WB02,true,false,false
51,,Box,50.80444,4.40894,,,2019-02-05T11:01:36Z,,false,,Cerf Volant,"Avenue du Cerf-Volant x Avenue Wiener, 1170 Watermael-Boitsfort",1970-01-01T00:00:00Z,5,0,,WB01,true,false,false
56,,Box,50.806,4.31926,,,2019-02-05T11:01:37Z,,false,,Kersbeek,"Avenue Général Dumonceau 98, 1190 Forest",1970-01-01T00:00:00Z,5,0,,VT11,true,false,false
57,,Box,50.82091,4.32783,,,2019-02-05T11:01:37Z,,false,,Charme,"Boulevard Guillaume Van Haelen 71, 1190 Forest",1970-01-01T00:00:00Z,5,0,,VT10,true,false,false
58,,Box,50.81451,4.33629,,,2019-02-05T11:01:37Z,,false,,Joffre,"Avenue Maréchal Joffre 92, 1190 Forest",1970-01-01T00:00:00Z,5,0,,VT09,true,false,false
59,,Box,50.8154,4.33349,,,2019-02-05T11:01:37Z,,false,,Rousseau,"à l'angle de l'avenue Jupiter et l'avenue V.Rousseau, 1190 Forest",1970-01-01T00:00:00Z,5,0,,VT08,true,false,false
60,,Box,50.81198,4.32652,,,2019-02-05T11:01:37Z,,false,,Bourgogne,"Avenue d'Uccle 63, 1190 Forest",1970-01-01T00:00:00Z,5,0,,VT07,true,false,false
63,,Box,50.8206,4.34479,,,2019-02-05T11:01:37Z,,false,,Albert,"Avenue Albert 56, 1190 Forest",1970-01-01T00:00:00Z,5,0,,VT04,true,false,false
64,,Box,50.81904,4.32801,,,2019-02-05T11:01:38Z,,false,,Béranger,"Rue Béranger, 1190 Forest",1970-01-01T00:00:00Z,5,0,,VT03,true,false,false
65,,Box,50.8152,4.32693,,,2019-02-05T11:01:38Z,,false,,Mystère,"Chaussée de Bruxelles 192, 1190 Forest",1970-01-01T00:00:00Z,5,0,,VT02,true,false,false
66,,Box,50.82379,4.33471,,,2019-02-05T11:01:38Z,,false,,Rochefort,"Place de Rochefort, 1190 Forest",1970-01-01T00:00:00Z,5,0,,VT01,true,false,false
67,,Box,50.8146,4.36332,,,2019-02-05T11:01:38Z,,false,,Lincoln,"Rue Lincoln 51, 1180 Uccle",2018-12-17T00:00:00Z,5,0,,UK14,false,false,false
68,,Box,50.78491,4.32861,,,2019-02-05T11:01:38Z,,false,,Silence,"Avenue du Silence 4, 1180 Uccle",2018-12-19T00:00:00Z,5,0,,UK13,true,false,false
69,,Box,50.81032,4.33692,,,2019-02-05T11:01:38Z,,false,,Mozart,"Avenue Mozart 92, 1180 Uccle",2018-12-18T00:00:00Z,5,0,,UK12,true,false,false
70,,Box,50.8136,4.3387,,,2019-02-05T11:01:38Z,,false,,Bonniers,"Avenue Oscar Van Goidtsnoven 2, 1180 Uccle",2018-12-18T00:00:00Z,5,0,,UK11,true,false,false
71,,Box,50.81014,4.35772,,,2019-02-05T11:01:39Z,,false,,Cavell,"Rue Edith Cavell 75, 1180 Uccle",2018-12-17T00:00:00Z,5,0,,UK10,true,false,false
72,,Box,50.80204,4.3402,,,2019-02-05T11:01:39Z,,false,,Marlow,"Square Georges Marlow, 1180 Uccle",2018-12-19T00:00:00Z,5,0,,UK09,true,false,false
73,,Box,50.80753,4.35487,,,2019-02-05T11:01:39Z,,false,,Jones,"Rue Roberts Jones x Av. Léo Errera, 1180 Uccle",2017-12-14T00:00:00Z,5,0,,UK08,true,false,false
